date,pace,distance,heart_rate,calories
2014-04-30,7.12,11.6,124,809.3
2014-05-01,8.65,7.5,90,417.7
2014-05-02,7.13,12.8,139,899.4
2014-05-03,8.89,8.0,118,449.7
2014-05-04,9.98,8.2,118,458.9
2014-05-05,5.09,10.2,172,995.5
2014-05-06,8.33,7.6,112,425.3
2014-05-07,9.67,11.0,116,616.3
2014-05-08,9.89,8.5,102,475.7
2014-05-09,5.06,8.9,170,869.1
2014-05-10,6.34,11.8,156,987.2
2014-05-11,5.46,11.2,173,1093.9
2014-05-12,6.74,12.3,149,949.6
2014-05-13,8.34,12.6,114,704.2
2014-05-14,6.18,10.3,159,861.6
2014-05-15,8.69,10.9,82,609.1
2014-05-16,7.98,13.2,120,924.1
2014-05-17,8.63,8.6,99,482.8
2014-05-18,6.99,10.5,141,805.6
2014-05-19,4.86,12.5,184,1400.7
2014-05-20,6.95,10.8,145,829.3
2014-05-21,6.32,9.4,155,791.6
2014-05-22,9.33,11.9,112,665.8
2014-05-23,9.63,8.9,107,495.8
2014-05-24,9.33,8.6,101,479.8
2014-05-25,5.25,11.8,179,1155.7
2014-05-26,7.82,9.4,128,658.7
2014-05-27,8.30,9.5,119,532.7
2014-05-28,3.44,8.9,187,1127.5
2014-05-29,4.94,10.9,184,1224.6
2014-05-30,7.23,9.9,135,689.7
2014-05-31,7.67,8.8,125,618.5
2014-06-01,9.13,9.7,104,541.7
2014-06-02,6.01,8.0,155,668.9
2014-06-03,6.62,10.5,148,805.5
2014-06-04,6.84,10.3,145,796.0
2014-06-05,3.08,7.8,187,976.6
2014-06-06,8.62,9.5,116,530.6
2014-06-07,5.77,7.5,169,683.3
2014-06-08,7.60,13.1,127,917.2
2014-06-09,7.48,10.6,136,744.1
2014-06-10,7.69,8.7,137,606.7
2014-06-11,5.55,11.2,160,1017.3
2014-06-12,6.67,11.2,146,865.1
2014-06-13,7.41,10.7,124,747.5
2014-06-14,6.01,8.8,159,735.9
2014-06-15,7.50,13.3,127,929.5
2014-06-16,5.10,8.0,179,784.4
2014-06-17,6.53,10.9,145,839.5
2014-06-18,7.33,9.2,133,646.0
2014-06-19,5.79,9.8,166,891.1
2014-06-20,6.55,10.1,142,776.3
2014-06-21,6.28,9.7,156,816.8
2014-06-22,6.43,10.5,157,878.7
2014-06-23,8.41,12.1,117,679.9
2014-06-24,7.81,10.9,130,763.8
2014-06-25,6.82,7.6,146,588.6
2014-06-26,7.95,9.7,137,682.1
2014-06-27,7.86,10.8,123,758.6
2014-06-28,7.92,7.5,125,525.6
2014-06-29,8.30,10.8,80,602.6
2014-06-30,3.14,12.6,185,1581.5
2014-07-01,5.77,12.0,160,1088.1
2014-07-02,9.40,4.8,84,267.9
2014-07-03,5.43,12.1,170,1182.0
2014-07-04,5.61,8.0,169,724.8
2014-07-05,5.59,8.4,163,766.1
2014-07-06,3.58,10.8,187,1354.9
2014-07-07,5.61,7.8,168,705.5
2014-07-08,3.40,9.1,182,1150.9
2014-07-09,6.23,9.9,156,832.6
2014-07-10,8.41,9.9,86,554.8
2014-07-11,7.71,13.2,126,926.9
2014-07-12,4.63,10.6,183,1190.2
2014-07-13,6.98,11.6,141,891.7
2014-07-14,6.25,9.1,151,766.3
2014-07-15,9.32,14.3,119,800.6
2014-07-16,7.13,6.9,130,483.8
2014-07-17,3.59,7.2,189,906.8
2014-07-18,7.17,9.7,137,682.5
2014-07-19,9.94,7.3,105,408.8
2014-07-20,5.08,11.0,172,1075.1
2014-07-21,8.39,13.8,117,771.3
2014-07-22,10.00,8.7,93,489.1
2014-07-23,9.78,7.8,117,435.5
2014-07-24,7.38,9.7,139,677.5
2014-07-25,6.02,11.6,153,975.6
2014-07-26,7.64,9.4,124,658.3
2014-07-27,5.11,11.4,171,1116.5
2014-07-28,8.57,13.3,99,744.3
2014-07-29,8.71,12.4,83,692.3
2014-07-30,8.65,8.4,85,473.2
2014-07-31,7.07,12.5,139,876.0
2014-08-01,8.68,11.5,82,646.8
2014-08-02,7.61,10.9,126,761.5
2014-08-03,8.52,8.3,95,467.5
2014-08-04,3.55,12.2,182,1539.0
2014-08-05,5.16,11.0,175,1075.2
2014-08-06,7.66,10.0,121,698.5
2014-08-07,9.48,8.2,94,456.4
2014-08-08,3.81,9.5,180,1195.8
2014-08-09,9.18,9.6,95,538.3
2014-08-10,8.14,12.1,99,679.4
2014-08-11,6.01,11.6,150,970.5
2014-08-12,7.73,11.9,131,831.0
2014-08-13,8.21,11.8,107,659.0
2014-08-14,6.40,9.9,158,834.0
2014-08-15,9.05,8.3,81,467.5
2014-08-16,9.60,13.7,110,766.3
2014-08-17,7.95,11.6,132,810.1
2014-08-18,6.19,10.2,154,856.6
2014-08-19,7.06,14.3,125,1003.2
2014-08-20,7.92,9.1,132,635.9
2014-08-21,9.72,9.4,95,525.5
2014-08-22,5.57,8.1,165,741.1
2014-08-23,6.62,8.3,146,636.8
2014-08-24,5.42,10.8,177,1055.3
2014-08-25,9.47,13.0,119,727.2
2014-08-26,6.44,7.9,155,665.0
2014-08-27,9.75,9.5,117,531.8
2014-08-28,9.59,10.8,102,603.4
2014-08-29,5.12,10.6,171,1036.7
2014-08-30,9.71,8.0,108,450.5
2014-08-31,8.50,10.5,93,587.5
2014-09-01,6.04,9.9,154,835.6
2014-09-02,5.59,8.1,161,733.0
2014-09-03,9.66,11.4,88,639.2
2014-09-04,5.21,9.2,179,905.5
2014-09-05,7.04,10.5,134,733.3
2014-09-06,7.23,11.7,131,818.5
2014-09-07,5.31,11.9,173,1166.8
2014-09-08,8.64,9.5,103,530.8
2014-09-09,6.81,10.6,149,814.2
2014-09-10,5.28,6.2,177,602.9
2014-09-11,9.35,7.5,106,420.0
2014-09-12,8.95,7.1,110,398.1
2014-09-13,9.82,11.4,102,640.6
2014-09-14,8.01,9.6,118,536.5
2014-09-15,6.40,10.8,156,903.4
2014-09-16,4.77,6.7,180,746.6
2014-09-17,8.12,8.5,116,477.0
2014-09-18,9.67,12.6,102,703.7
2014-09-19,7.83,11.5,129,804.3
2014-09-20,8.30,12.5,80,699.3
2014-09-21,6.99,9.9,145,759.0
2014-09-22,7.26,7.9,130,549.6
2014-09-23,6.51,13.2,145,1012.6
2014-09-24,5.06,8.6,178,841.9
2014-09-25,5.17,11.5,170,1123.3
2014-09-26,7.45,15.5,125,1084.3
2014-09-27,9.33,9.0,99,505.0
2014-09-28,6.62,9.5,144,732.6
2014-09-29,4.47,9.6,182,1078.2
2014-09-30,6.06,16.2,155,1361.6
2014-10-01,6.61,10.0,140,768.7
2014-10-02,9.34,10.6,86,592.2
2014-10-03,9.07,10.2,90,571.5
2014-10-04,7.66,12.2,135,854.2
2014-10-05,8.68,10.8,116,604.7
2014-10-06,8.71,11.7,96,656.1
2014-10-07,9.68,9.3,111,519.5
2014-10-08,8.08,11.7,82,657.6
2014-10-09,6.15,8.3,158,693.0
2014-10-10,7.32,9.5,139,667.5
2014-10-11,6.08,10.8,153,910.7
2014-10-12,4.60,10.3,181,1157.0
2014-10-13,7.03,11.5,131,802.1
2014-10-14,5.34,10.9,172,1070.9
2014-10-15,7.27,9.5,134,664.3
2014-10-16,6.28,9.6,150,804.3
2014-10-17,5.06,10.9,177,1063.6
2014-10-18,5.36,8.3,170,814.9
2014-10-19,9.65,7.6,115,428.1
2014-10-20,9.27,12.0,84,673.0
2014-10-21,7.82,12.7,128,891.2
2014-10-22,9.44,10.0,84,562.2
2014-10-23,9.73,9.8,93,548.9
2014-10-24,6.51,9.3,145,716.2
2014-10-25,3.08,11.2,181,1413.4
2014-10-26,8.93,9.9,114,556.2
2014-10-27,6.82,6.6,141,507.6
2014-10-28,7.37,9.3,139,653.5
2014-10-29,9.25,7.2,95,405.6
2014-10-30,5.84,9.0,168,816.7
2014-10-31,5.01,7.2,170,708.5
2014-11-01,6.15,8.8,151,737.7
2014-11-02,8.71,11.0,105,616.3
2014-11-03,6.03,11.6,153,973.0
2014-11-04,7.86,8.0,130,557.2
2014-11-05,9.25,8.0,110,446.8
2014-11-06,8.99,9.5,103,534.5
2014-11-07,8.78,11.6,109,647.6
2014-11-08,6.39,9.9,153,830.0
2014-11-09,3.28,9.9,185,1244.4
2014-11-10,6.58,11.5,140,883.5
2014-11-11,6.19,15.5,155,1304.9
2014-11-12,8.14,9.3,108,518.1
2014-11-13,9.32,11.0,107,617.5
2014-11-14,9.92,12.3,108,687.8
2014-11-15,4.47,9.6,180,1073.9
2014-11-16,8.64,8.6,80,483.7
2014-11-17,9.58,8.7,99,488.8
2014-11-18,9.15,6.0,99,338.4
2014-11-19,9.17,7.9,106,443.5
2014-11-20,3.50,11.0,189,1391.0
2014-11-21,6.70,9.6,144,742.4
2014-11-22,8.84,7.7,105,430.9
2014-11-23,8.73,6.3,81,351.1
2014-11-24,5.11,10.0,178,984.2
2014-11-25,6.32,7.4,159,621.8
2014-11-26,5.24,10.1,170,993.0
2014-11-27,4.88,7.5,180,840.6
2014-11-28,3.74,10.3,181,1301.1
2014-11-29,5.89,8.2,165,747.9
2014-11-30,6.23,10.0,159,838.6
2014-12-01,8.83,14.5,107,811.3
2014-12-02,7.87,10.2,138,715.6
2014-12-03,5.33,10.0,173,981.1
2014-12-04,5.96,9.0,167,822.7
2014-12-05,8.80,10.4,104,582.9
2014-12-06,5.61,9.7,166,882.4
2014-12-07,6.63,7.0,142,540.2
2014-12-08,4.53,9.0,180,1007.4
2014-12-09,9.68,8.9,114,498.9
2014-12-10,5.15,12.2,174,1197.9
2014-12-11,4.00,10.2,181,1138.1
2014-12-12,6.17,9.8,153,826.5
2014-12-13,5.83,6.0,169,542.0
2014-12-14,7.76,5.6,128,395.5
2014-12-15,8.46,8.4,98,469.8
2014-12-16,5.46,10.6,174,1036.6
2014-12-17,9.20,5.4,80,302.2
2014-12-18,9.39,14.2,117,795.6
2014-12-19,9.61,8.5,107,473.7
2014-12-20,7.89,6.7,120,470.9
2014-12-21,6.50,10.1,154,846.8
2014-12-22,5.43,7.1,177,691.9
2014-12-23,6.54,9.9,147,758.9
2014-12-24,9.31,7.2,91,404.9
2014-12-25,8.52,10.3,117,576.9
2014-12-26,5.05,11.7,172,1148.6
2014-12-27,4.52,11.5,187,1291.4
2014-12-28,8.52,5.1,80,284.2
2014-12-29,7.85,7.7,130,540.2
2014-12-30,7.15,7.4,136,517.1
2014-12-31,8.94,10.8,109,603.2
2015-01-01,7.82,5.0,124,350.9
2015-01-02,5.47,10.7,173,1053.0
2015-01-03,6.12,6.5,158,547.2
2015-01-04,5.87,13.1,163,1188.1
2015-01-05,7.77,11.3,126,793.6
2015-01-06,6.40,6.8,151,573.1
2015-01-07,8.57,13.3,93,744.3
2015-01-08,6.12,9.4,153,790.6
2015-01-09,5.19,10.1,175,989.8
2015-01-10,8.52,10.0,113,561.9
2015-01-11,6.96,9.0,146,694.9
2015-01-12,8.89,11.8,118,663.2
2015-01-13,5.51,11.7,168,1067.8
2015-01-14,5.02,11.5,176,1126.0
2015-01-15,3.60,10.3,188,1294.9
2015-01-16,9.66,8.7,80,489.8
2015-01-17,5.14,9.1,171,887.9
2015-01-18,9.54,11.4,91,640.4
2015-01-19,6.74,7.8,146,604.1
2015-01-20,4.73,6.9,189,778.1
2015-01-21,7.93,10.5,123,732.9
2015-01-22,7.35,11.6,137,808.7
2015-01-23,5.95,10.6,160,967.7
2015-01-24,8.22,8.5,105,473.6
2015-01-25,7.50,9.5,135,668.4
2015-01-26,7.24,8.9,124,620.0
2015-01-27,5.10,9.7,174,955.5
2015-01-28,6.61,11.6,148,890.6
2015-01-29,9.53,9.3,81,522.4
2015-01-30,5.60,11.0,164,998.7
2015-01-31,9.75,8.6,92,479.7
2015-02-01,5.01,6.2,178,610.9
2015-02-02,5.46,10.0,177,976.6
2015-02-03,8.54,9.6,101,536.5
2015-02-04,9.48,8.2,86,461.6
2015-02-05,5.75,11.7,167,1061.2
2015-02-06,4.02,9.7,180,1089.9
2015-02-07,8.60,12.7,105,708.8
2015-02-08,7.67,10.7,122,747.9
2015-02-09,8.06,11.3,88,635.0
2015-02-10,9.60,13.0,83,727.4
2015-02-11,5.96,7.8,166,705.6
2015-02-12,7.66,6.4,133,447.2
2015-02-13,9.48,9.7,95,542.1
2015-02-14,8.37,7.0,115,391.0
2015-02-15,8.42,10.3,101,579.0
2015-02-16,8.44,9.7,108,544.7
2015-02-17,9.56,7.8,93,437.5
2015-02-18,3.04,8.4,184,1057.7
2015-02-19,6.50,10.0,141,773.7
2015-02-20,8.76,7.1,97,395.6
2015-02-21,9.89,6.7,113,377.5
2015-02-22,9.54,7.3,81,411.2
2015-02-23,8.21,11.3,99,633.1
2015-02-24,6.97,11.4,140,880.4
2015-02-25,5.91,10.9,166,995.3
2015-02-26,7.06,9.8,131,686.4
2015-02-27,9.91,8.6,80,479.2
2015-02-28,8.74,11.2,87,626.5
2015-03-01,6.07,8.7,159,732.6
2015-03-02,5.99,12.7,166,1152.4
2015-03-03,6.73,9.9,142,763.7
2015-03-04,5.72,8.7,168,790.3
2015-03-05,7.20,7.6,134,531.2
2015-03-06,8.35,13.0,109,729.9
2015-03-07,9.27,7.5,107,422.4
2015-03-08,9.64,10.9,115,611.1
2015-03-09,5.88,9.3,167,850.4
2015-03-10,8.33,13.8,80,773.2
2015-03-11,6.32,8.1,157,681.1
2015-03-12,9.18,8.7,109,490.0
2015-03-13,6.25,9.0,157,754.4
2015-03-14,5.75,10.5,167,958.6
2015-03-15,5.06,10.7,173,1048.6
2015-03-16,9.59,10.0,102,561.1
2015-03-17,8.80,6.4,102,356.5
2015-03-18,9.86,13.7,99,767.5
2015-03-19,7.66,11.0,135,766.6
2015-03-20,7.15,7.5,133,523.5
2015-03-21,8.16,10.1,119,567.5
2015-03-22,6.52,11.2,148,862.9
2015-03-23,6.45,11.4,155,960.1
2015-03-24,8.16,10.9,80,609.3
2015-03-25,6.71,7.9,144,608.7
2015-03-26,8.15,9.9,107,556.5
2015-03-27,5.16,9.9,178,974.4
2015-03-28,6.44,9.4,152,788.1
2015-03-29,9.31,8.9,102,497.1
2015-03-30,8.30,13.8,96,774.7
2015-03-31,9.91,8.3,106,465.9
2015-04-01,6.54,10.1,141,780.2
2015-04-02,7.02,12.3,131,859.0
2015-04-03,9.32,9.5,97,531.8
2015-04-04,9.68,9.2,117,517.5
2015-04-05,8.24,10.5,113,589.5
2015-04-06,8.56,10.0,105,561.6
2015-04-07,7.59,8.4,130,585.9
2015-04-08,9.61,12.2,106,684.7
2015-04-09,8.39,9.8,83,548.7
2015-04-10,8.57,6.1,80,342.4
2015-04-11,8.44,5.7,109,318.9
2015-04-12,5.37,11.8,175,1156.1
2015-04-13,7.42,9.6,128,669.9
2015-04-14,6.56,12.9,142,995.7
2015-04-15,5.24,15.4,175,1507.7
2015-04-16,6.34,12.7,157,1068.3
2015-04-17,9.39,11.0,94,613.9
2015-04-18,6.99,12.8,149,983.7
2015-04-19,8.18,6.7,112,373.5
2015-04-20,8.43,9.4,87,524.1
2015-04-21,6.03,10.9,150,913.0
2015-04-22,8.11,11.7,99,656.3
2015-04-23,6.20,11.0,157,923.9
2015-04-24,6.29,11.9,152,1002.3
2015-04-25,5.43,8.4,172,826.4
2015-04-26,8.49,10.3,94,576.5
2015-04-27,5.45,12.9,172,1266.1
2015-04-28,7.93,9.6,139,670.3
2015-04-29,3.67,6.7,181,844.1
2015-04-30,7.93,14.3,135,1001.8
2015-05-01,9.84,10.2,99,568.9
2015-05-02,9.87,11.2,115,624.9
2015-05-03,6.78,11.2,142,866.1
2015-05-04,7.46,11.8,133,829.3
2015-05-05,6.81,11.6,142,892.8
2015-05-06,6.96,8.3,140,635.8
2015-05-07,9.28,11.2,100,629.3
2015-05-08,8.12,9.9,107,556.4
2015-05-09,7.02,10.5,120,734.4
2015-05-10,6.95,4.5,146,343.1
2015-05-11,5.90,7.0,162,636.0
2015-05-12,6.44,12.0,151,1005.2
2015-05-13,7.54,8.4,136,587.7
2015-05-14,9.73,11.9,99,667.3
2015-05-15,5.59,10.5,166,959.8
2015-05-16,5.42,7.7,172,754.4
2015-05-17,6.55,10.3,148,794.2
2015-05-18,5.71,14.3,162,1300.1
2015-05-19,6.79,11.6,149,894.4
2015-05-20,6.80,9.0,143,690.1
2015-05-21,7.18,9.5,131,664.2
2015-05-22,6.06,11.7,152,980.5
2015-05-23,8.33,10.0,88,559.8
2015-05-24,9.34,7.2,84,400.8
2015-05-25,8.93,12.0,99,673.6
2015-05-26,9.33,8.1,111,451.6
2015-05-27,5.22,6.5,174,634.3
2015-05-28,5.97,8.2,166,746.1
2015-05-29,8.71,10.2,102,568.7
2015-05-30,7.98,8.2,139,573.5
2015-05-31,8.46,12.3,95,686.8
2015-06-01,6.72,6.7,141,515.1
2015-06-02,6.50,6.8,151,568.8
2015-06-03,6.92,11.0,143,850.6
2015-06-04,8.36,11.3,108,634.3
2015-06-05,6.02,8.4,151,708.6
2015-06-06,7.13,10.0,132,699.1
2015-06-07,5.68,10.0,164,908.9
2015-06-08,9.38,11.1,106,623.1
2015-06-09,6.42,11.5,150,964.7
2015-06-10,8.46,8.4,97,468.8
2015-06-11,8.85,8.0,100,447.4
2015-06-12,8.91,14.4,108,804.5
2015-06-13,9.74,8.7,113,486.9
2015-06-14,4.52,7.8,186,871.5
2015-06-15,7.23,11.2,134,780.6
2015-06-16,7.71,8.7,139,606.0
2015-06-17,5.31,15.0,172,1474.9
2015-06-18,3.49,8.7,182,1092.0
2015-06-19,8.71,12.4,95,694.5
2015-06-20,7.09,8.1,126,567.6
2015-06-21,9.68,8.0,98,445.4
2015-06-22,3.02,9.3,181,1166.6
2015-06-23,7.01,9.2,122,642.4
2015-06-24,5.40,10.4,171,1023.5
2015-06-25,9.83,13.7,112,765.1
2015-06-26,6.79,8.2,143,630.8
2015-06-27,6.35,7.2,150,607.3
2015-06-28,7.52,10.1,134,704.7
2015-06-29,7.87,11.4,130,800.6
2015-06-30,7.79,10.6,130,741.0
2015-07-01,8.00,11.9,127,830.0
2015-07-02,6.42,8.0,154,672.9
2015-07-03,7.55,14.1,126,989.2
2015-07-04,8.08,11.9,98,665.1
2015-07-05,9.76,8.5,106,473.3
2015-07-06,5.64,10.7,168,977.8
2015-07-07,7.61,6.7,133,470.0
2015-07-08,7.09,7.3,123,513.9
2015-07-09,6.14,8.9,155,746.1
2015-07-10,8.18,11.4,97,637.9
2015-07-11,7.82,11.8,132,825.8
2015-07-12,6.54,11.2,140,864.3
2015-07-13,9.32,7.7,107,429.3
2015-07-14,9.00,12.0,94,673.1
2015-07-15,5.97,11.6,169,1052.1
2015-07-16,5.01,11.7,177,1149.1
2015-07-17,5.28,9.4,178,917.5
2015-07-18,9.34,12.8,96,719.5
2015-07-19,9.55,10.7,104,596.4
2015-07-20,8.29,6.9,92,386.7
2015-07-21,4.23,12.6,189,1406.3
2015-07-22,6.77,9.6,149,739.9
2015-07-23,5.05,10.9,178,1068.9
2015-07-24,6.64,11.7,144,899.2
2015-07-25,5.21,7.0,179,684.3
2015-07-26,6.26,6.7,150,565.8
2015-07-27,5.17,6.4,171,631.2
2015-07-28,8.43,9.8,97,549.3
2015-07-29,5.72,9.5,162,864.2
2015-07-30,6.12,7.6,152,637.1
2015-07-31,6.51,9.2,141,707.4
2015-08-01,5.25,8.4,179,823.7
2015-08-02,9.20,10.4,90,582.7
2015-08-03,7.85,9.8,127,683.2
2015-08-04,5.51,8.4,164,762.9
2015-08-05,9.07,9.8,81,548.9
2015-08-06,8.28,11.0,90,618.6
2015-08-07,6.05,11.6,158,974.3
2015-08-08,7.17,14.0,135,977.3
2015-08-09,9.03,8.0,102,446.6
2015-08-10,7.65,8.7,123,611.5
2015-08-11,8.86,8.0,110,447.5
2015-08-12,8.75,12.5,90,700.4
2015-08-13,6.33,8.2,155,692.4
2015-08-14,9.85,14.9,105,836.5
2015-08-15,3.47,8.2,185,1026.9
2015-08-16,9.39,10.1,83,565.6
2015-08-17,6.59,13.4,146,1032.7
2015-08-18,7.87,8.7,120,609.5
2015-08-19,9.57,6.5,112,362.8
2015-08-20,8.67,8.9,82,497.4
2015-08-21,9.85,10.3,85,576.2
2015-08-22,5.42,10.4,175,1020.1
2015-08-23,7.17,9.5,137,663.7
2015-08-24,7.12,11.1,131,778.4
2015-08-25,8.27,8.2,118,457.6
2015-08-26,8.21,6.3,98,352.4
2015-08-27,5.85,7.5,161,683.3
2015-08-28,9.71,12.2,86,681.4
2015-08-29,8.06,10.1,108,565.0
2015-08-30,9.24,12.1,105,679.7
2015-08-31,7.37,11.7,133,819.3
2015-09-01,4.70,11.5,187,1288.3
2015-09-02,7.36,12.4,134,868.1
2015-09-03,8.05,7.1,105,395.7
2015-09-04,7.22,9.0,122,627.1
2015-09-05,7.78,9.7,134,680.4
2015-09-06,6.09,11.4,151,955.8
2015-09-07,7.24,10.7,122,750.2
2015-09-08,7.21,9.3,122,654.0
2015-09-09,6.23,9.5,159,794.5
2015-09-10,7.16,9.1,131,638.7
2015-09-11,9.89,11.5,85,644.9
2015-09-12,9.13,8.7,114,489.1
2015-09-13,8.29,9.2,82,512.9
2015-09-14,9.82,9.0,99,505.7
2015-09-15,6.70,8.8,148,677.8
2015-09-16,8.49,7.2,114,402.4
2015-09-17,5.53,7.3,160,664.2
2015-09-18,5.18,10.8,173,1062.3
2015-09-19,8.63,11.5,116,642.9
2015-09-20,9.37,9.0,80,502.6
2015-09-21,6.65,10.2,148,783.4
2015-09-22,8.61,13.1,114,731.9
2015-09-23,9.42,11.4,106,637.1
2015-09-24,9.78,13.0,108,727.4
2015-09-25,5.15,11.4,177,1121.9
2015-09-26,8.02,7.4,99,412.0
2015-09-27,9.73,10.7,107,597.0
2015-09-28,6.75,10.1,140,777.2
2015-09-29,5.99,10.6,163,968.1
2015-09-30,5.70,9.7,160,886.6
2015-10-01,6.68,11.4,149,874.3
2015-10-02,5.69,8.0,168,730.2
2015-10-03,8.89,12.3,102,691.2
2015-10-04,9.97,12.2,95,681.6
2015-10-05,7.00,12.0,146,923.4
2015-10-06,4.78,13.3,183,1485.3
2015-10-07,8.09,11.8,101,659.6
2015-10-08,5.89,10.6,162,960.9
2015-10-09,7.17,7.7,134,540.4
2015-10-10,6.78,11.2,141,860.3
2015-10-11,5.21,12.4,170,1213.4
2015-10-12,9.73,8.0,104,447.4
2015-10-13,7.77,8.9,123,620.0
2015-10-14,6.43,7.9,157,662.3
2015-10-15,9.58,8.3,90,462.8
2015-10-16,6.95,9.5,141,729.8
2015-10-17,9.22,10.2,119,571.1
2015-10-18,9.71,7.9,89,444.6
2015-10-19,6.01,10.4,151,873.4
2015-10-20,9.84,9.0,111,505.3
2015-10-21,7.82,13.9,136,970.7
2015-10-22,3.49,8.2,180,1030.6
